id,pIC50_mean,pIC50_median,smiles,pic50,assay_desc,assay_chembl_id,target_chembl_id,standard_value,standard_units,standard_type,human_agonists,pIC50
CHEMBL5287648,6.007062321345803,6.007062321345803,CCCCCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,6.36,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,440.0,nM,IC50,True,6.356547323513812
CHEMBL5287939,6.71356419889976,6.71356419889976,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(N(C)C)cc(C(C)(C)C)c3)c2C)c1,6.96,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,110.0,nM,IC50,True,6.958607314841775
CHEMBL5288280,6.989405350465031,6.989405350465031,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCC(C)C)c2C)c1,7.38,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,42.0,nM,IC50,True,7.376750709602099
CHEMBL5288604,5.523603778477954,5.523603778477954,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(N)cc(C(C)(C)C)c3)c2C)c1,5.64,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,2300.0,nM,IC50,True,5.638272163982407
CHEMBL5288757,7.022156124843248,7.022156124843248,CCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.37,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,43.0,nM,IC50,True,7.366531544420414
CHEMBL5289489,6.515758525723033,6.515758525723033,CCCCN(CCCC)c1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.82,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,150.0,nM,IC50,True,6.823908740944319
CHEMBL5289648,5.886056647693163,5.886056647693163,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCC#N)c2C)c1,5.89,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,1300.0,nM,IC50,True,5.886056647693163
CHEMBL5289969,7.823908740944319,7.823908740944319,CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,7.82,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,15.0,nM,IC50,True,7.823908740944319
CHEMBL5290088,7.594011527831523,7.594011527831523,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Br)ccc2OC)c1C,8.16,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,6.9,nM,IC50,True,8.161150909262744
CHEMBL5290246,5.431798275933005,5.431798275933005,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccc(OC)c2)c1C,5.43,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,3700.0,nM,EC50,True,5.431798275933005
CHEMBL5291207,6.906239639581768,6.906239639581768,CCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.26,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,55.0,nM,IC50,True,7.259637310505756
CHEMBL5316222,7.1479247415801,7.1479247415801,COc1ccc(OC)c(-n2nnc(S(=O)(=O)Nc3ccc(C(C)(C)C)cc3)c2C)c1,7.66,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,22.0,nM,IC50,True,7.657577319177793
CHEMBL62136,6.977717496342033,6.920818753952375,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,7.44,Agonist activity at GAL4-fused human PXR expressed in HEK293T cells assessed as activation of basal transcriptional activity after 20 hrs by dual-glo luciferase reporter gene assay,CHEMBL3097478,CHEMBL3401,36.0,nM,EC50,True,7.443697499232712
CHEMBL81,4.931443104927637,4.931443104927637,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4.93,Agonist activity at PXR (unknown origin) expressed in human HepG2 cells assessed as induction of CYP3A4 transactivation after 16 hrs by luciferase reporter gene assay,CHEMBL2399371,CHEMBL3401,11710.0,nM,EC50,True,4.931443104927637
CHEMBL998,5.522878745280337,5.522878745280337,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,5.52,Agonist activity at PXR (unknown origin) expressed in human HepG2 cells assessed as induction of CYP3A4 transactivation after 16 hrs by luciferase reporter gene assay,CHEMBL2399371,CHEMBL3401,3000.0,nM,EC50,True,5.522878745280337
