ID,SMILES,pEC50
CHEMBL4472508,CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1)C(=O)O,5.096910013008056
CHEMBL4473036,Clc1ccc(CO/N=C/c2c(-c3ccc(-c4ccccc4)cc3)nc3sccn23)cc1Cl,4.2441251443275085
CHEMBL45281,CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl,5.305394801066432
CHEMBL4529272,COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)c(F)c2)c1,5.610833915635467
CHEMBL4530743,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccc(F)cc1F,6.376750709602099
CHEMBL4544968,COC[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,6.376750709602099
CHEMBL4558113,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(CN2CCC2)ccc1F,4.698970004336019
CHEMBL4576432,C(=N/OCc1ccccc1)\c1c(-c2ccc3ccccc3c2)nc2occn12,5.136677139879544
CHEMBL4580996,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(F)ccc1F,6.3979400086720375
CHEMBL4584424,C(=N/OCc1ccc(Oc2ccccc2)cc1)\c1c(-c2ccc3ccccc3c2)nc2occn12,5.958607314841775
CHEMBL4585141,O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2cc(CN3CCC3)ccc2F)cc1F,4.698970004336019
CHEMBL458603,Clc1ccc(-c2nc3sccn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,6.00436480540245
CHEMBL458767,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,7.159379381312206
CHEMBL4758064,CC[C@H]1[C@@H](O)[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,4.0
CHEMBL4846130,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(F)c3)ccc2O1,5.0
CHEMBL4846228,COc1ccc(C#N)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.823908740944319
CHEMBL4846389,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3ccc(Cl)cc3F)ccc2O1,5.0
CHEMBL4846510,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1,5.0
CHEMBL4846575,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)ccc4F)ccc3O2)COC1,4.7447274948966935
CHEMBL4846685,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(Cl)cccc1Cl,5.0
CHEMBL4847225,COc1ccc(CO)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.698970004336019
CHEMBL4847229,CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(Cl)c3F)ccc2O1)C(=O)O,5.0
CHEMBL4847760,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1ccccc1C(F)(F)F,5.0
CHEMBL4848784,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(OC(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,5.040958607678906
CHEMBL4849908,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C#N)c1,5.619788758288394
CHEMBL4849989,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(F)c3)ccc2O1,5.0
CHEMBL4849995,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cccc(Cl)c4F)ccc3O2)CCOCC1,5.0
CHEMBL4850074,COc1ccc(C(F)(F)F)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.995678626217358
CHEMBL4850323,COc1ccc(Cl)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,4.978810700930062
CHEMBL4850664,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2N)c1,5.769551078621726
CHEMBL4851214,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(Cl)c3)ccc2O1,5.0
CHEMBL4851763,CCc1c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nnn1-c1cc(C)ccc1OC,6.096910013008056
CHEMBL4852446,CCc1c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nnn1-c1cc(OC)ccc1OC,6.301029995663981
CHEMBL4853314,COc1cc(C#N)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.3979400086720375
CHEMBL4853694,CCCCOC(C)(C)c1ccc(S(=O)(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1,6.235863111416478
CHEMBL4854926,O=S(=O)(c1cccc(C(F)(F)F)c1)N1C[C@H](CC2(CO)COC2)Oc2ccc(Br)cc21,5.0
CHEMBL4855078,COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,5.0
CHEMBL4855415,CCOc1nn2c(c1S(=O)(=O)N1C[C@H](CCC(=O)O)Oc3ccc(/C=C(\C)c4c(F)cccc4Cl)cc31)CCCC2,5.0
CHEMBL4855978,COc1ccc(OC)c(-n2cc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)nn2)c1,5.468521082957745
CHEMBL4856642,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)cc(OC(F)F)c4)ccc3O2)COC1,5.262807357295263
CHEMBL4857525,COc1ccc(Br)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.9604093769761874
CHEMBL4858163,COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,5.221848749616356
CHEMBL4858627,COc1ccc(C)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,5.301029995663981
CHEMBL4858971,O=C(O)[C@@H](O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1,5.0
CHEMBL4859314,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)OC)cc3)c2C)c1,6.018106086327222
CHEMBL4859334,COc1cc(C(C)=O)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.045757490560675
CHEMBL4859771,C[C@@H](C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1)C(=O)O,5.0
CHEMBL4859796,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(OC(F)F)c3)ccc2O1,5.0
CHEMBL4859899,CCc1c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nnn1-c1cc(Cl)ccc1OC,6.017728766960431
CHEMBL4860324,COc1cccc(-c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)c1,5.0
CHEMBL4861064,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3Cl)ccc2O1,5.0
CHEMBL4862004,COc1cc(F)cc(-c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)c1,5.0
CHEMBL4862913,COc1ccccc1/C(C)=C/c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2,5.0
CHEMBL4863215,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c1,7.110924374808178
CHEMBL4864871,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1,5.0
CHEMBL4865225,COc1cc(S(=O)(=O)N2C[C@H](CCC(=O)O)Oc3ccc(/C=C(\C)c4c(F)cccc4Cl)cc32)ccc1F,5.0
CHEMBL4865235,Cc1ccc(/C=C/c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)cc1,5.0
CHEMBL4865657,CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1)C(=O)O,5.0
CHEMBL4865738,COc1cc(C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.638272163982407
CHEMBL4866161,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1ccccc1C,5.301029995663981
CHEMBL4868432,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3c(F)cccc3Cl)ccc2O1,5.0
CHEMBL4868437,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)ccc4F)ccc3O2)CCOCC1,5.0
CHEMBL4868679,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1c(OCCO)nn3c1CCCC3)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,5.0
CHEMBL4868786,COc1cc(F)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.154901959985743
CHEMBL4868841,COc1ccc(F)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.154901959985743
CHEMBL4869462,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1F,5.698970004336019
CHEMBL4869479,CC(C)c1ccc(-c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)cc1,5.0
CHEMBL4869567,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)cc(OC(F)F)c4)ccc3O2)CCOCC1,4.886056647693163
CHEMBL4869913,COc1cc(Cl)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.698970004336019
CHEMBL4870074,C[C@H](C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1)C(=O)O,5.0
CHEMBL4871664,COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,5.356547323513812
CHEMBL4871806,COc1ccccc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.0
CHEMBL4872624,COc1cc(C#N)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.468521082957745
CHEMBL4873257,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(OCCO)c3)ccc2O1,5.0
CHEMBL4873783,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1ccc(F)c(C3CC3)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,5.173925197299173
CHEMBL4873947,COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,5.481486060122113
CHEMBL4874083,COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.698970004336019
CHEMBL4874524,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3ccccc3Cl)ccc2O1,5.0
CHEMBL4874647,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(F)c3Cl)ccc2O1,5.0
CHEMBL4874944,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1ccc(F)c(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,5.221848749616356
CHEMBL4875312,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(F)c3Cl)ccc2O1,5.0
CHEMBL4875777,O=C(O)[C@H](O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1,5.0
CHEMBL4875869,COc1cc(Cl)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.886056647693163
CHEMBL4878616,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1ccccc1,5.0
CHEMBL4878794,COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.53863727100337
CHEMBL4879241,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1ccccc1Cl,5.0
CHEMBL5187164,CCc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Br)ccc3o2)cc1,4.3872161432802645
CHEMBL5198290,CNC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1,4.920818753952375
CHEMBL5207130,CCc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Cl)ccc3o2)cc1,4.301029995663981
CHEMBL5266231,CCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,6.725375721572972
CHEMBL5266755,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(O)c(C(C)(C)C)c3)c2C)c1,6.371641127011257
CHEMBL5266983,CCCCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.972693472721556
CHEMBL5267038,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC(F)(F)F)ccc2OC)c1C,6.337242168318426
CHEMBL5267285,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCN3CCOCC3)c2C)c1,5.1243604480083285
CHEMBL5267901,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2)c1C,5.617982957425132
CHEMBL5268267,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(=O)OC(C)(C)C)c2C)c1,5.872363747448347
CHEMBL5268870,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN3CCN(C)CC3)c2C)c1,5.077450979992872
CHEMBL5269184,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3N)c2C)c1,6.045757490560675
CHEMBL5269205,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN(C)C)c2C)c1,5.75713928675921
CHEMBL5269952,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN3CCOCC3)c2C)c1,5.595557066320094
CHEMBL5269977,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,6.920818753952375
CHEMBL5270149,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)cc(OC)c2)c1C,5.552841968657781
CHEMBL5270384,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C(F)(F)F)ccc2OC)c1C,6.154901959985743
CHEMBL5271121,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccnc2)c1C,5.366531544420414
CHEMBL5271191,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C)c3)c2C)c1,5.455931955649724
CHEMBL5271698,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(F)ccc2OC)c1C,6.522878745280337
